"index";"Company";"TypeName";"Inches";"screen_type";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_model";"cpu_speed";"Ram";"Gpu";"storage_type";"primary_storage";"secondary_storage";"OpSys";"Weight";"Price"
351;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";2.5;130483.0
352;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";1.63;36710.0
353;"Dell";"Notebook";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"AMD";"Hybrid";128;1024;"Linux";2.8;47366.0
354;"Lenovo";"Notebook";24.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";2.02;71395.0
355;"Asus";"Gaming";17.3;"Full HD";1920;1080;0;"AMD";"Ryzen";3.0;8;"AMD";"Hybrid";256;1024;"Windows";3.2;90310.0
356;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;4;"Nvidia";"HDD";1024;0;"Windows";2.2;42571.0
357;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"HDD";500;0;"Windows";2.1;18488.0
358;"Lenovo";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;8;"Nvidia";"HDD";2048;0;"No OS";2.2;24456.0
359;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"AMD";"HDD";500;0;"Windows";2.3;31169.0
360;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.9;73367.0
361;"Google";"Ultrabook";12.3;"Standard";2400;1600;1;"Intel";"Core i7";1.0;16;"Intel";"SSD";512;0;"Chrome OS";1.1;117163.0
362;"Lenovo";"Ultrabook";24.0;"Standard";2560;1440;0;"Intel";"Core i7";2.0;24;"Intel";"SSD";512;0;"Windows";1.32;126913.0
363;"Asus";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"Intel";"SSD";256;0;"Linux";2.0;29784.0
364;"Lenovo";"Notebook";17.3;"Standard";1600;900;0;"AMD";"A6-Series";2.0;8;"AMD";"HDD";1024;0;"Windows";2.8;27652.0
365;"Dell";"Gaming";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";128;1024;"Windows";4.42;160520.0
366;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"AMD";"SSD";256;0;"Windows";2.2;39907.0
367;"Toshiba";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"HDD";500;0;"Windows";2.0;45821.0
368;"Asus";"Notebook";15.6;"IPS 4K";3840;2160;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";256;1024;"Windows";2.0;69211.0
369;"Mediacom";"Notebook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.2;19660.0
370;"Lenovo";"Ultrabook";12.5;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.36;76137.0
371;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Pentium";1.0;4;"Intel";"SSD";128;0;"Windows";2.2;18595.0
372;"HP";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.2;58555.0
373;"Dell";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"Windows";1.64;62817.0
374;"Asus";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.3;87859.0
375;"Acer";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;4;"Intel";"HDD";500;0;"Linux";2.4;23539.0
376;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Windows";1.93;72940.0
377;"Dell";"Workstation";15.6;"Full HD";1920;1080;0;"Intel";"Xeon";3.0;8;"Nvidia";"HDD";64;1024;"Windows";2.23;106187.0
378;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"AMD";"SSD";256;0;"Windows";2.2;42486.0
379;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Pentium";1.0;4;"Intel";"SSD";256;0;"Windows";1.86;21258.0
380;"HP";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;12;"Nvidia";"HDD";1024;0;"Windows";2.62;95851.0
381;"MSI";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.2;54758.0
382;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Windows";1.87;45768.0
383;"Microsoft";"Ultrabook";13.5;"Standard";2256;1504;1;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";1.25;137942.0
384;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";128;0;"Windows";1.91;31382.0
385;"Dell";"Ultrabook";13.3;"Quad HD";3200;1800;1;"Intel";"Core i7";1.0;8;"Intel";"SSD";256;0;"Windows";1.2;74539.0
386;"Dell";"Workstation";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";256;0;"Windows";2.17;105228.0
387;"HP";"Workstation";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";2.31;81732.0
388;"Dell";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";1.6;39207.0
389;"HP";"Ultrabook";13.3;"IPS Quad HD";3200;1800;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.34;61006.0
390;"Acer";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"HDD";1024;0;"Linux";2.4;42517.0
391;"Asus";"Notebook";15.6;"Standard";1366;768;0;"AMD";"E-Series";1.0;4;"AMD";"HDD";500;0;"Windows";2.0;18595.0
392;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";2.1;37589.0
393;"Lenovo";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.65;71662.0
394;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"AMD";"Hybrid";128;1024;"Windows";2.36;52161.0
395;"Dell";"2 in 1 Convertible";11.6;"Standard";1366;768;1;"Intel";"Pentium";1.0;4;"Intel";"HDD";500;0;"Windows";1.47;25521.0
396;"Dell";"Notebook";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"HDD";1024;0;"Windows";4.42;109011.0
397;"Lenovo";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"Intel";"HDD";500;0;"Windows";1.87;41825.0
398;"Microsoft";"Ultrabook";13.5;"Standard";2256;1504;1;"Intel";"Core M";2.0;4;"Intel";"SSD";128;0;"Windows";1.25;52694.0
399;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"Intel";"HDD";1024;0;"No OS";2.15;24634.0
400;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"Windows";1.86;21152.0
401;"Microsoft";"Ultrabook";33.5;"Standard";2256;1504;1;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.25;95851.0
402;"Lenovo";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";1.99;92121.0
403;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";2.2;26587.0
404;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.9;59513.0
405;"MSI";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";2.4;95851.0
406;"Acer";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Pentium";1.0;4;"Intel";"HDD";1024;0;"Windows";2.1;19368.0
407;"Dell";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.56;56503.0
408;"Acer";"Notebook";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Nvidia";"SSD";256;0;"Windows";3.0;45501.0
409;"HP";"Notebook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"Intel";"HDD";500;0;"Windows";1.49;40173.0
410;"HP";"Notebook";17.3;"Standard";1600;900;0;"Intel";"Core i3";2.0;8;"Intel";"SSD";256;0;"Windows";2.5;34094.0
411;"Acer";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Nvidia";"HDD";1024;0;"Windows";2.23;28984.0
412;"Acer";"Netbook";11.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";128;0;"Windows";1.4;23177.0
413;"Asus";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"HDD";1024;0;"Windows";2.37;39907.0
414;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"AMD";"SSD";512;0;"No OS";1.5;42571.0
415;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.67;111355.0
416;"Asus";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Pentium";1.0;4;"Intel";"HDD";500;0;"Windows";2.0;16197.0
417;"Acer";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Nvidia";"HDD";500;0;"Windows";2.2;24988.0
418;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"AMD";"HDD";2048;0;"Windows";2.02;40440.0
419;"HP";"Gaming";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;12;"Nvidia";"HDD";1024;0;"Windows";3.78;90523.0
420;"Lenovo";"Ultrabook";14.0;"IPS Quad HD";2560;1440;0;"Intel";"Core i7";2.0;12;"Intel";"SSD";256;0;"Windows";1.4;98994.0
421;"HP";"2 in 1 Convertible";13.3;"IPS 4K";3840;2160;1;"Intel";"Core i7";1.0;8;"Intel";"SSD";512;0;"Windows";1.29;106507.0
422;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"AMD";"HDD";500;0;"Windows";1.9;61485.0
423;"Google";"Ultrabook";12.3;"Standard";2400;1600;1;"Intel";"Core i5";1.0;8;"Intel";"SSD";128;0;"Chrome OS";1.1;67932.0
424;"Dell";"Ultrabook";13.3;"Full HD";1920;1080;1;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.42;98134.0
425;"Huawei";"Ultrabook";13.0;"IPS Full HD";2160;1440;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.05;71875.0
426;"HP";"Notebook";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;6;"AMD";"HDD";2048;0;"Windows";2.71;37243.0
427;"Lenovo";"Notebook";15.6;"Standard";1366;768;0;"AMD";"A6-Series";2.0;4;"AMD";"HDD";500;0;"No OS";2.2;16464.0
428;"Toshiba";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"Windows";5.4;26054.0
429;"Lenovo";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Core i5";2.0;4;"Intel";"HDD";500;0;"Windows";2.02;52747.0
430;"HP";"Notebook";17.3;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Nvidia";"SSD";256;0;"Windows";2.5;49177.0
431;"HP";"Workstation";17.3;"Standard";1600;900;0;"Intel";"Core i5";2.0;8;"Nvidia";"HDD";500;0;"Windows";3.14;99154.0
432;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;8;"Intel";"HDD";1024;0;"Windows";2.3;24456.0
433;"HP";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Pentium";1.0;8;"Intel";"HDD";2048;0;"Windows";1.94;20726.0
434;"HP";"Notebook";15.6;"IPS Full HD";1920;1080;0;"AMD";"A9-Series";3.0;6;"AMD";"SSD";256;0;"Windows";1.95;34579.0
435;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";2.3;44222.0
436;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"Intel";"HDD";500;0;"Windows";2.05;36497.0
437;"Mediacom";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Atom";1.0;4;"Intel";"SSD";32;0;"Windows";1.4;13267.0
438;"Acer";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";2.1;23923.0
439;"Toshiba";"Ultrabook";14.0;"Full HD";1920;1080;1;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";1.24;99367.0
440;"Lenovo";"Gaming";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;32;"Nvidia";"Hybrid";256;1024;"Windows";4.6;141885.0
441;"MSI";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";512;1024;"Windows";4.14;145401.0
442;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"AMD";"SSD";256;0;"Linux";2.2;39907.0
443;"Mediacom";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.45;20726.0
444;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;8;"Intel";"HDD";500;0;"Windows";1.9;53734.0
445;"HP";"Notebook";13.3;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"SSD";128;0;"Windows";1.49;38308.0
446;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";256;0;"Windows";1.93;81912.0
447;"Dell";"Netbook";11.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";16;0;"Chrome OS";1.26;15718.0
448;"MSI";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";128;1024;"Windows";4.5;125155.0
449;"HP";"Gaming";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";3.78;79813.0
450;"Lenovo";"Ultrabook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;12;"Intel";"SSD";256;0;"Windows";8.4;89137.0
451;"Lenovo";"Notebook";15.6;"Standard";1366;768;1;"Intel";"Core i7";1.0;12;"Intel";"HDD";1024;0;"Windows";2.2;32448.0
452;"Asus";"Gaming";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.73;94306.0
453;"Asus";"2 in 1 Convertible";15.6;"Standard";1366;768;1;"Intel";"Core i5";2.0;8;"Intel";"HDD";1024;0;"Windows";2.2;39374.0
454;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"AMD";"A12-Series";3.0;12;"AMD";"SSD";512;0;"Windows";2.2;50563.0
455;"Dell";"2 in 1 Convertible";31.6;"Standard";1366;768;1;"Intel";"Core M";1.0;4;"Intel";"SSD";128;0;"Windows";1.39;32128.0
456;"Samsung";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";128;1024;"Windows";2.5;90523.0
457;"Lenovo";"Notebook";17.3;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"No OS";2.8;28185.0
458;"Lenovo";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;8;"Intel";"HDD";1024;0;"Windows";2.29;24456.0
459;"Lenovo";"2 in 1 Convertible";13.3;"IPS Full HD";1920;1080;1;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";1.37;107892.0
460;"Lenovo";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.7;78535.0
461;"Dell";"2 in 1 Convertible";12.5;"Full HD";1920;1080;1;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.34;88978.0
462;"Dell";"Workstation";15.6;"Full HD";1920;1080;1;"Intel";"Core i7";2.0;8;"Nvidia";"SSD";256;0;"Windows";2.06;93933.0
463;"HP";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.84;64948.0
464;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"Windows";2.1;35617.0
465;"Acer";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.6;17529.0
466;"MSI";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";128;1024;"Windows";4.14;117163.0
467;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"AMD";"HDD";1024;0;"Linux";2.18;24775.0
468;"MSI";"Gaming";15.6;"4K";3840;2160;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;2048;"Windows";1.8;122491.0
469;"Toshiba";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";2.2;74539.0
470;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;6;"Intel";"HDD";1024;0;"Windows";2.4;30050.0
471;"Lenovo";"2 in 1 Convertible";15.6;"IPS Full HD";1920;1080;1;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";2.0;69211.0
472;"Acer";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Pentium";1.0;4;"Intel";"SSD";128;0;"Windows";1.6;18595.0
473;"Lenovo";"Notebook";15.6;"IPS 4K";3840;2160;0;"Intel";"Xeon";3.0;32;"Nvidia";"SSD";1024;0;"Windows";2.5;261019.0
474;"Dell";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"HDD";1024;0;"Windows";2.59;46834.0
475;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";1024;0;"Linux";2.18;23651.0
476;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";1024;0;"Linux";2.25;19128.0
477;"Dell";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;4;"Intel";"HDD";500;0;"Linux";1.93;46300.0
478;"Asus";"Gaming";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";3.0;62231.0
479;"HP";"Ultrabook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";512;0;"Windows";1.84;74006.0
480;"MSI";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";2.94;120832.0
481;"Acer";"2 in 1 Convertible";11.6;"IPS";1366;768;1;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Chrome OS";1.25;20193.0
482;"HP";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";2.31;59887.0
483;"Lenovo";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.65;78055.0
484;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"AMD";"HDD";1024;0;"Windows";2.2;41345.0
485;"Fujitsu";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";2.2;42571.0
486;"HP";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;4;"Intel";"HDD";500;0;"Windows";1.88;49657.0
487;"Mediacom";"Notebook";14.0;"Full HD";1920;1080;0;"Intel";"Atom";1.0;2;"Intel";"SSD";32;0;"Windows";1.4;12734.0
488;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;4;"Intel";"SSD";128;0;"No OS";2.2;24935.0
489;"Asus";"2 in 1 Convertible";13.3;"Full HD";1920;1080;1;"Intel";"Core i5";2.0;6;"Intel";"HDD";1024;0;"Windows";1.5;34046.0
490;"Asus";"Ultrabook";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";11.1;101232.0
491;"Dell";"Gaming";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"Hybrid";256;1024;"Windows";2.62;78801.0
492;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;4;"Intel";"SSD";256;0;"Windows";1.8;44169.0
493;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i3";2.0;4;"Nvidia";"HDD";1024;0;"Windows";2.2;30849.0
494;"Asus";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Celeron";1.0;8;"Intel";"HDD";1024;0;"Windows";2.0;21259.0
495;"Asus";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"HDD";1024;0;"Windows";1.99;48305.0
496;"Dell";"Ultrabook";13.3;"Quad HD";3200;1800;1;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.23;99580.0
497;"MSI";"Gaming";18.4;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;32;"Nvidia";"Hybrid";512;1024;"Windows";4.4;149131.0
498;"Lenovo";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"AMD";"Hybrid";128;1024;"Windows";1.9;43317.0
499;"Lenovo";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Celeron";1.0;2;"Intel";"SSD";32;0;"Windows";1.42;13267.0
500;"HP";"2 in 1 Convertible";13.3;"IPS 4K";3840;2160;1;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.29;79867.0
501;"Dell";"Notebook";15.6;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;16;"AMD";"Hybrid";256;2048;"Linux";2.02;55891.0
502;"Lenovo";"2 in 1 Convertible";13.3;"IPS Full HD";1920;1080;1;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.37;93635.0
503;"Dell";"Notebook";15.6;"4K";3840;2160;1;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";1024;0;"Windows";2.06;127819.0
504;"Lenovo";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"Hybrid";128;1024;"Windows";2.5;59088.0
505;"HP";"Notebook";17.0;"Standard";1600;900;0;"AMD";"A9-Series";3.0;8;"AMD";"HDD";1024;0;"Windows";2.6;27754.0
506;"Lenovo";"Ultrabook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Intel";"SSD";512;0;"Windows";1.14;130536.0
507;"Asus";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Nvidia";"HDD";1024;0;"No OS";2.5;62284.0
508;"Acer";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i3";2.0;4;"Intel";"HDD";500;0;"Windows";2.4;23976.0
509;"Lenovo";"Notebook";14.0;"Standard";1366;768;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.43;14599.0
510;"Acer";"Ultrabook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.8;48964.0
511;"Dell";"Ultrabook";13.3;"Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.23;74539.0
512;"Lenovo";"2 in 1 Convertible";13.9;"IPS 4K";3840;2160;1;"Intel";"Core i7";1.0;16;"Intel";"SSD";512;0;"Windows";1.4;98515.0
513;"Toshiba";"Notebook";15.6;"Standard";1366;768;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";128;0;"Windows";2.0;42251.0
514;"Xiaomi";"Notebook";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Nvidia";"SSD";256;0;"No OS";1.95;63883.0
515;"Dell";"Notebook";17.3;"Full HD";1920;1080;1;"Intel";"Core i7";1.0;16;"Nvidia";"SSD";512;0;"Windows";2.77;82531.0
516;"Dell";"Notebook";15.6;"4K";3840;2160;1;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";512;0;"Windows";2.06;127712.0
517;"Lenovo";"Gaming";15.6;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"No OS";2.4;41505.0
518;"Acer";"Ultrabook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";1.0;8;"Intel";"SSD";256;0;"Windows";1.12;52694.0
519;"Dell";"Notebook";17.3;"Full HD";1920;1080;0;"Intel";"Core i7";1.0;8;"AMD";"Hybrid";128;1024;"Windows";2.8;57809.0
520;"Vero";"Notebook";14.0;"IPS Full HD";1920;1080;0;"Intel";"Celeron";1.0;4;"Intel";"SSD";32;0;"Windows";1.3;13853.0
521;"Razer";"Gaming";14.0;"Full HD";1920;1080;0;"Intel";"Core i7";2.0;16;"Nvidia";"SSD";256;0;"Windows";1.95;138475.0
522;"Xiaomi";"Ultrabook";13.3;"IPS Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Nvidia";"SSD";256;0;"No OS";1.3;53275.0
523;"Lenovo";"Notebook";17.3;"Standard";1600;900;0;"Intel";"Core i5";1.0;8;"Nvidia";"SSD";256;0;"No OS";2.8;37189.0
524;"Toshiba";"Notebook";13.3;"Full HD";1920;1080;0;"Intel";"Core i5";2.0;8;"Intel";"SSD";256;0;"Windows";1.2;64629.0
525;"Lenovo";"Ultrabook";12.5;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;8;"Intel";"SSD";256;0;"Windows";1.36;84396.0
526;"Asus";"Gaming";17.3;"IPS Full HD";1920;1080;0;"Intel";"Core i7";2.0;32;"Nvidia";"SSD";512;0;"Windows";3.8;149131.0
